hometown_id,total_athletes,city_name,state_code,latitude,longitude,state_latitude,state_longitude,ht_name,region,elevation,distance_to_west_coast_km,distance_to_east_coast_km,distance_to_nearest_coast_km,climate_zone
HT_AK_Adah,1,Adah,AK,51.8964648,-176.9219968,64.0685,-152.2782,"Adah, AK",Alaska/Hawaii,271.0,3662.540493430684,510.93584387553193,510.93584387553193,Cold Temperate
HT_AK_Anchorage,23,Anchorage,AK,61.2163129,-149.894852,64.0685,-152.2782,"Anchorage, AK",Alaska/Hawaii,2.0,3229.4832093346718,5423.790077498586,2313.794519737997,Cold Temperate
HT_AK_Eagle_River,1,Eagle River,AK,61.2700284,-149.3863924,64.0685,-152.2782,"Eagle River, AK",Alaska/Hawaii,2.0,3213.0300654817465,5395.843840771252,2292.7272976623594,Cold Temperate
HT_AK_Fairbanks,8,Fairbanks,AK,64.837845,-147.716675,64.0685,-152.2782,"Fairbanks, AK",Alaska/Hawaii,2.0,3437.02065828393,5250.1113718091865,2447.161148309131,Cold Temperate
HT_AK_Glennallen,1,Glennallen,AK,62.1371485,-145.8220535,64.0685,-152.2782,"Glennallen, AK",Alaska/Hawaii,2.0,3148.714723182692,5193.974342258376,2187.0451232309124,Cold Temperate
HT_AK_Haines,1,Haines,AK,59.0831232,-135.3430573,64.0685,-152.2782,"Haines, AK",Alaska/Hawaii,2.0,2544.679722292431,4650.818784463679,1537.5709677695295,Cold Temperate
HT_AK_Homer,3,Homer,AK,59.6454064,-151.5445643,64.0685,-152.2782,"Homer, AK",Alaska/Hawaii,47.0,3190.374404466536,5551.80272752585,2321.392125751512,Cold Temperate
HT_AK_Juneau,1,Juneau,AK,58.3019613,-134.4196751,64.0685,-152.2782,"Juneau, AK",Alaska/Hawaii,10.0,2442.901437877976,4600.51879628357,1436.3557894780765,Cold Temperate
HT_AK_Kasilof,1,Kasilof,AK,60.330143,-151.2366312,64.0685,-152.2782,"Kasilof, AK",Alaska/Hawaii,2.0,3222.918216679927,5516.743418346654,2335.6746686407228,Cold Temperate
HT_AK_Palmer,1,Palmer,AK,61.5995703,-149.11109,64.0685,-152.2782,"Palmer, AK",Alaska/Hawaii,2.0,3226.9427073262273,5374.391833012859,2298.192122547481,Cold Temperate
HT_AK_Unalakleet,1,Unalakleet,AK,63.8730556,-160.7880556,64.0685,-152.2782,"Unalakleet, AK",Alaska/Hawaii,2.0,3856.3303673810783,5888.679216391837,2945.1984141707894,Cold Temperate
HT_AL_?,1,?,AL,33.2588817,-86.8295337,32.8067,-86.7113,"?, AL",South,185.0,3247.1798447416327,1407.3795090318956,898.8038117965945,Tropical/Subtropical
HT_AL_Adger,1,Adger,AL,33.3770561,-87.0936065,32.8067,-86.7113,"Adger, AL",South,137.0,3219.662737091197,1418.138544187073,881.6889079258063,Tropical/Subtropical
HT_AL_Alabaster,1,Alabaster,AL,33.2442813,-86.8163773,32.8067,-86.7113,"Alabaster, AL",South,155.0,3248.868659685718,1407.4708130034944,899.2924800610435,Tropical/Subtropical
HT_AL_Athens,1,Athens,AL,34.8045487,-86.9711698,32.8067,-86.7113,"Athens, AL",South,218.0,3182.370097094164,1315.2815449354384,968.3078820722131,Tropical/Subtropical
HT_AL_Atmore,1,Atmore,AL,31.0237921,-87.4938708,32.8067,-86.7113,"Atmore, AL",South,89.0,3277.3444320999097,1621.1579030546834,769.5822174581116,Tropical/Subtropical
HT_AL_Birmingham,18,Birmingham,AL,33.5206824,-86.8024326,32.8067,-86.7113,"Birmingham, AL",South,186.0,3240.165341236122,1387.0581466654646,912.9489171471689,Tropical/Subtropical
HT_AL_Camden,1,Camden,AL,31.9909813,-87.2905456,32.8067,-86.7113,"Camden, AL",South,65.0,3255.039740131393,1532.68705522538,810.9586349529543,Tropical/Subtropical
HT_AL_Columbia,1,Columbia,AL,31.2928122,-85.1115416,32.8067,-86.7113,"Columbia, AL",South,67.0,3475.7017134918747,1445.044147028104,998.6694362866881,Tropical/Subtropical
HT_AL_Danville,2,Danville,AL,34.4145408,-87.087512,32.8067,-86.7113,"Danville, AL",South,187.0,3184.6359967181415,1348.5243338700886,936.2934116720212,Tropical/Subtropical
HT_AL_Dothan,1,Dothan,AL,31.2237285,-85.3934375,32.8067,-86.7113,"Dothan, AL",South,108.0,3453.7809588268906,1468.3951661462156,971.0788543668898,Tropical/Subtropical
HT_AL_Enterprise,1,Enterprise,AL,31.3151708,-85.8552161,32.8067,-86.7113,"Enterprise, AL",South,110.0,3409.250418624088,1490.073580136893,928.8407806564676,Tropical/Subtropical
HT_AL_Eutaw,3,Eutaw,AL,32.8406848,-87.8875144,32.8067,-86.7113,"Eutaw, AL",South,65.0,3169.435851928743,1513.162386390622,789.6925205791173,Tropical/Subtropical
HT_AL_Evergreen,1,Evergreen,AL,31.4334994,-86.9569176,32.8067,-86.7113,"Evergreen, AL",South,95.0,3307.2573286065854,1552.875724574081,827.6313150163044,Tropical/Subtropical
HT_AL_Florence,1,Florence,AL,34.79981,-87.677251,32.8067,-86.7113,"Florence, AL",South,167.0,3120.532526859492,1369.6439755531082,914.590010396364,Tropical/Subtropical
HT_AL_Fort_McClellan,1,Fort McClellan,AL,33.7350834,-85.7866392,32.8067,-86.7113,"Fort McClellan, AL",South,235.0,3321.9729785858513,1299.1241187655137,1008.7027101780559,Tropical/Subtropical
HT_AL_Fort_Rucker,1,Fort Rucker,AL,31.3499557,-85.7140361,32.8067,-86.7113,"Fort Rucker, AL",South,104.0,3420.2267216150412,1478.1887516954055,942.6919312945247,Tropical/Subtropical
HT_AL_Hartselle,1,Hartselle,AL,34.4434282,-86.9352842,32.8067,-86.7113,"Hartselle, AL",South,201.0,3197.0692364567994,1335.2356273657667,949.9383262996206,Tropical/Subtropical
HT_AL_Hazelhurst,1,Hazelhurst,AL,33.1595637,-87.4291696,32.8067,-86.7113,"Hazelhurst, AL",South,90.0,3197.9955534533206,1457.6178346076936,843.2167534128401,Tropical/Subtropical
HT_AL_Hollins,1,Hollins,AL,33.1276478,-86.1354653,32.8067,-86.7113,"Hollins, AL",South,299.0,3313.0823071166574,1367.665410651529,953.4191236357162,Tropical/Subtropical
HT_AL_Huntsville,5,Huntsville,AL,34.729847,-86.5859011,32.8067,-86.7113,"Huntsville, AL",South,194.0,3218.5400739518927,1290.7638356553498,993.7845531679785,Tropical/Subtropical
HT_AL_Knoxville,1,Knoxville,AL,33.5917715,-85.8971885,32.8067,-86.7113,"Knoxville, AL",South,192.0,3317.2964512046674,1317.209777096907,993.046852986175,Tropical/Subtropical
HT_AL_Lafayette,1,Lafayette,AL,32.8998486,-85.4010592,32.8067,-86.7113,"Lafayette, AL",South,268.0,3386.202420102933,1334.252654496142,1010.0605432633588,Tropical/Subtropical
HT_AL_Langdale,1,Langdale,AL,32.8204073,-85.1721628,32.8067,-86.7113,"Langdale, AL",South,188.0,3409.3458501477776,1325.0183986093507,1027.9663815530962,Tropical/Subtropical
HT_AL_Leeds,1,Leeds,AL,33.5439212,-86.5427551,32.8067,-86.7113,"Leeds, AL",South,193.0,3262.193928649978,1366.6925857700253,935.9600919929271,Tropical/Subtropical
HT_AL_Madison,1,Madison,AL,34.7736807,-86.5675095,32.8067,-86.7113,"Madison, AL",South,218.0,3218.766003171193,1286.6169983711713,997.7515261318272,Tropical/Subtropical
HT_AL_Marengo,1,Marengo,AL,32.201002,-87.7569365,32.8067,-86.7113,"Marengo, AL",South,87.0,3205.5880200851875,1549.7063231946343,775.6772534388316,Tropical/Subtropical
HT_AL_Mobile,4,Mobile,AL,30.6913462,-88.0437509,32.8067,-86.7113,"Mobile, AL",South,11.0,3243.4407236598095,1684.371949395363,712.6316592840858,Tropical/Subtropical
HT_AL_Montgomery,7,Montgomery,AL,32.3777111,-86.3090775,32.8067,-86.7113,"Montgomery, AL",South,74.0,3326.2071630251835,1435.8661407975803,911.7280807024069,Tropical/Subtropical
HT_AL_Ozark,1,Ozark,AL,31.4584764,-85.6405865,32.8067,-86.7113,"Ozark, AL",South,132.0,3422.164266280325,1464.5826024513806,951.3963740880927,Tropical/Subtropical
HT_AL_Phenix_City,2,Phenix City,AL,32.4709761,-85.0007653,32.8067,-86.7113,"Phenix City, AL",South,80.0,3437.8190315071315,1341.2647435715517,1033.207130287728,Tropical/Subtropical
HT_AL_Russellville,1,Russellville,AL,34.5042652,-87.7332823,32.8067,-86.7113,"Russellville, AL",South,232.0,3124.980510491225,1391.885569152792,891.6635004768569,Tropical/Subtropical
HT_AL_Selma,1,Selma,AL,32.4078632,-87.0207473,32.8067,-86.7113,"Selma, AL",South,44.0,3262.337054884614,1482.7042068645476,848.7071986161385,Tropical/Subtropical
HT_AL_Troy,1,Troy,AL,31.8087678,-85.969951,32.8067,-86.7113,"Troy, AL",South,168.0,3378.740092303391,1457.5958979532263,927.6013817742495,Tropical/Subtropical
HT_AL_Tuscaloosa,5,Tuscaloosa,AL,33.2095614,-87.5675258,32.8067,-86.7113,"Tuscaloosa, AL",South,73.0,3183.9867705947,1464.2120791486548,833.8321992352877,Tropical/Subtropical
HT_AL_Tuskegee,2,Tuskegee,AL,32.4240535,-85.6908715,32.8067,-86.7113,"Tuskegee, AL",South,146.0,3378.860155440592,1390.5417735004391,969.1141495880522,Tropical/Subtropical
HT_AR_?,1,?,AR,35.2048883,-92.4479108,34.9697,-92.3731,"?, AR",South,101.0,2689.084291621474,1728.0281365729422,663.2014387661253,Subtropical
HT_AR_Arkansas_City,1,Arkansas City,AR,33.6069902,-91.204374,34.9697,-92.3731,"Arkansas City, AR",South,45.0,2849.4618183733733,1714.9381629818945,581.1678157953247,Tropical/Subtropical
HT_AR_Bebee,1,Bebee,AR,39.651746,-80.7225936,34.9697,-92.3731,"Bebee, AR",South,383.0,3599.872889994667,583.8761670961904,583.8761670961904,Subtropical
HT_AR_Benton,1,Benton,AR,36.3456186,-94.2670404,34.9697,-92.3731,"Benton, AR",South,384.0,2499.490034219234,1827.3473720248742,737.5481441161809,Subtropical
HT_AR_Blytheville,2,Blytheville,AR,35.9283249,-89.9045612,34.9697,-92.3731,"Blytheville, AR",South,79.0,2892.4732797794636,1485.5959013802717,853.845313278402,Subtropical
HT_AR_Brinkley,1,Brinkley,AR,34.8878719,-91.1945688,34.9697,-92.3731,"Brinkley, AR",South,62.0,2808.665821814469,1642.4208749997429,691.0971069684824,Tropical/Subtropical
HT_AR_Chambersville,1,Chambersville,AR,33.7478844,-92.431264,34.9697,-92.3731,"Chambersville, AR",South,91.0,2736.4952787697707,1803.7643090122656,522.4276115019815,Tropical/Subtropical
HT_AR_Conway,1,Conway,AR,35.0891932,-92.4398402,34.9697,-92.3731,"Conway, AR",South,96.0,2693.1370205779854,1733.075277139892,651.9358765370984,Subtropical
HT_AR_Dumas,1,Dumas,AR,33.8875297,-91.4920132,34.9697,-92.3731,"Dumas, AR",South,53.0,2814.4807804715088,1721.2184614090102,586.5717879528042,Tropical/Subtropical
HT_AR_Fayetteville,3,Fayetteville,AR,36.0625843,-94.1574328,34.9697,-92.3731,"Fayetteville, AR",South,432.0,2515.904776289799,1829.9793230308676,708.0542509425047,Subtropical
HT_AR_Fort_Smith,2,Fort Smith,AR,35.3880338,-94.4265011,34.9697,-92.3731,"Fort Smith, AR",South,138.0,2509.837833946215,1882.0946047285872,630.33244440759,Subtropical
HT_AR_Hamburg,1,Hamburg,AR,33.2281757,-91.7976285,34.9697,-92.3731,"Hamburg, AR",South,54.0,2810.6727775745426,1784.0597418137336,512.774840971925,Tropical/Subtropical
HT_AR_Hot_Springs,1,Hot Springs,AR,34.5038393,-93.0552437,34.9697,-92.3731,"Hot Springs, AR",South,184.0,2656.661950826196,1812.8846691896388,569.4806788543492,Tropical/Subtropical
HT_AR_Jacksonville,1,Jacksonville,AR,34.8662005,-92.1101458,34.9697,-92.3731,"Jacksonville, AR",South,91.0,2728.7507305361005,1717.5229386001618,643.9403723169472,Tropical/Subtropical
HT_AR_Jonesboro,1,Jonesboro,AR,35.8348088,-90.7045297,34.9697,-92.3731,"Jonesboro, AR",South,106.0,2824.8337576190243,1555.2398032896522,802.7039052647793,Subtropical
HT_AR_Little_Rock,9,Little Rock,AR,34.7465071,-92.2896267,34.9697,-92.3731,"Little Rock, AR",South,104.0,2716.576092662104,1738.233874750832,624.372452399552,Tropical/Subtropical
HT_AR_Lonoke,1,Lonoke,AR,34.7414404,-91.862792,34.9697,-92.3731,"Lonoke, AR",South,74.0,2754.306118349282,1703.9768595487426,643.5480626963754,Tropical/Subtropical
HT_AR_Magnolia,1,Magnolia,AR,33.2670725,-93.2393341,34.9697,-92.3731,"Magnolia, AR",South,106.0,2682.2888153851104,1895.592462189588,438.294111813292,Tropical/Subtropical
HT_AR_Marianna,1,Marianna,AR,34.7735741,-90.7575059,34.9697,-92.3731,"Marianna, AR",South,70.0,2850.5905608008457,1613.4177471027772,705.4060273587006,Tropical/Subtropical
HT_AR_Marion,3,Marion,AR,36.2378521,-92.6999559,34.9697,-92.3731,"Marion, AR",South,246.0,2639.54075590276,1701.3891295137735,760.3764418347553,Subtropical
HT_AR_McAlmont,1,McAlmont,AR,34.7951955,-92.1970749,34.9697,-92.3731,"McAlmont, AR",South,85.0,2723.242927331288,1728.2210464933867,633.1855003414729,Tropical/Subtropical
HT_AR_Monticello,1,Monticello,AR,33.6293932,-91.7913004,34.9697,-92.3731,"Monticello, AR",South,97.0,2796.9730806795515,1759.807934604155,546.83968284986,Tropical/Subtropical
HT_AR_Nashville,1,Nashville,AR,33.9456692,-93.847129,34.9697,-92.3731,"Nashville, AR",South,119.0,2605.0385408182374,1906.536780514193,485.9209600709319,Tropical/Subtropical
HT_AR_North_Little_Rock,1,North Little Rock,AR,34.769536,-92.2670941,34.9697,-92.3731,"North Little Rock, AR",South,83.0,2717.8583120483227,1735.218410917933,627.6026609067404,Tropical/Subtropical
HT_AR_Paragould,1,Paragould,AR,36.0584021,-90.4973286,34.9697,-92.3731,"Paragould, AR",South,92.0,2837.1259537036217,1527.7942871405687,833.7356776119473,Subtropical
HT_AR_Pettigrew,1,Pettigrew,AR,35.8178571,-93.6485224,34.9697,-92.3731,"Pettigrew, AR",South,561.0,2566.797848792319,1798.3090628301786,690.8186824374818,Subtropical
HT_AR_Pine_Bluff,4,Pine Bluff,AR,34.2228884,-92.004334,34.9697,-92.3731,"Pine Bluff, AR",South,69.0,2758.214270027933,1743.1703837541575,588.1240912763367,Tropical/Subtropical
HT_AR_Prairie_Grove,1,Prairie Grove,AR,35.9774334,-94.3137353,34.9697,-92.3731,"Prairie Grove, AR",South,371.0,2504.2838495794417,1846.6161248596927,696.5177539152222,Subtropical
HT_AR_Saddle,1,Saddle,AR,36.3550653,-91.6387543,34.9697,-92.3731,"Saddle, AR",South,152.0,2729.6973224915796,1608.450131718979,809.9560301349778,Subtropical
HT_AR_Tuckerman,1,Tuckerman,AR,35.7311049,-91.1988284,34.9697,-92.3731,"Tuckerman, AR",South,73.0,2784.2409663884837,1600.5478130812498,768.7156202051939,Subtropical
HT_AZ_Avondale,1,Avondale,AZ,33.4355977,-112.349602,33.7298,-111.4312,"Avondale, AZ",West,295.0,1030.821528937989,3474.8169561980258,1030.821528937989,Tropical/Subtropical
HT_AZ_Douglas,1,Douglas,AZ,31.3447174,-109.5545036,33.7298,-111.4312,"Douglas, AZ",West,1218.0,1377.4457813590484,3342.2200392612085,1371.2876362109832,Tropical/Subtropical
HT_AZ_El_Dorado,1,El Dorado,AZ,32.2572737,-110.9361697,33.7298,-111.4312,"El Dorado, AZ",West,733.0,1212.3763945130715,3411.9970893807936,1212.3763945130715,Tropical/Subtropical
HT_AZ_Flagstaff,2,Flagstaff,AZ,35.1987522,-111.651822,33.7298,-111.4312,"Flagstaff, AZ",West,2107.0,1005.6130250524469,3338.3602792458105,1005.6130250524469,Montane
HT_AZ_Gilbert,4,Gilbert,AZ,33.3527632,-111.789037,33.7298,-111.4312,"Gilbert, AZ",West,378.0,1080.4708456705987,3431.309191262573,1080.4708456705987,Tropical/Subtropical
HT_AZ_Glendale,2,Glendale,AZ,33.5386858,-112.185994,33.7298,-111.4312,"Glendale, AZ",West,349.0,1038.19512640395,3456.230886545994,1038.19512640395,Tropical/Subtropical
HT_AZ_Globe,1,Globe,AZ,33.3959139,-110.7871744,33.7298,-111.4312,"Globe, AZ",West,1083.0,1159.6822288176804,3344.685398311553,1159.6822288176804,Tropical/Subtropical
HT_AZ_Mesa,9,Mesa,AZ,33.4151005,-111.831455,33.7298,-111.4312,"Mesa, AZ",West,381.0,1073.603491689641,3431.993565274714,1073.603491689641,Tropical/Subtropical
HT_AZ_Nogales,2,Nogales,AZ,31.3402134,-110.936081,33.7298,-111.4312,"Nogales, AZ",West,1172.0,1271.3040648142708,3458.5230807792254,1271.3040648142708,Tropical/Subtropical
HT_AZ_Phoenix,26,Phoenix,AZ,33.4484367,-112.074141,33.7298,-111.4312,"Phoenix, AZ",West,351.0,1052.1984783768996,3450.949832323134,1052.1984783768996,Tropical/Subtropical
HT_AZ_Prescott,1,Prescott,AZ,34.539984,-112.468812,33.7298,-111.4312,"Prescott, AZ",West,1638.0,964.013354765522,3435.336438117572,964.013354765522,Montane
HT_AZ_Ray,1,Ray,AZ,33.1070069,-110.9631677,33.7298,-111.4312,"Ray, AZ",West,545.0,1160.8018893957774,3373.1050251924044,1160.8018893957774,Tropical/Subtropical
HT_AZ_Scottsdale,2,Scottsdale,AZ,33.4942189,-111.926018,33.7298,-111.4312,"Scottsdale, AZ",West,386.0,1061.6213456932735,3436.3181889914476,1061.6213456932735,Tropical/Subtropical
HT_AZ_Second_Mesa,1,Second Mesa,AZ,35.8342381,-110.5014254,33.7298,-111.4312,"Second Mesa, AZ",West,1850.0,1084.3235602636946,3215.4720547933316,1084.3235602636946,Montane
HT_AZ_Tempe,4,Tempe,AZ,33.4255117,-111.940016,33.7298,-111.4312,"Tempe, AZ",West,359.0,1064.2712711649813,3440.6814089568734,1064.2712711649813,Tropical/Subtropical
HT_AZ_Tucson,19,Tucson,AZ,32.2228765,-110.974847,33.7298,-111.4312,"Tucson, AZ",West,732.0,1211.4520340337658,3416.963578898366,1211.4520340337658,Tropical/Subtropical
HT_AZ_Winslow,1,Winslow,AZ,35.0241984,-110.6973463,33.7298,-111.4312,"Winslow, AZ",West,1480.0,1094.0741761231714,3265.009248053312,1094.0741761231714,Subtropical
HT_AZ_Yuma,1,Yuma,AZ,32.7254216,-114.6198088,33.7298,-111.4312,"Yuma, AZ",West,43.0,903.6786349444517,3700.144444065535,903.6786349444517,Tropical/Subtropical
HT_CA_?,2,?,CA,36.7014631,-118.755997,36.1162,-119.6816,"?, CA",West,2771.0,346.17707361385675,3875.71921356182,346.17707361385675,Montane
HT_CA_Alameda,4,Alameda,CA,37.6090291,-121.899142,36.1162,-119.6816,"Alameda, CA",West,226.0,49.44137346152768,4102.389010010203,49.44137346152768,Subtropical
HT_CA_Alcatraz_Island,1,Alcatraz Island,CA,37.8267214,-122.422759,36.1162,-119.6816,"Alcatraz Island, CA",West,22.0,5.75940005662557,4137.451904518693,5.75940005662557,Subtropical
HT_CA_Alhambra,4,Alhambra,CA,34.093042,-118.12706,36.1162,-119.6816,"Alhambra, CA",West,150.0,562.822597781664,3932.743847587933,562.822597781664,Tropical/Subtropical
HT_CA_Aliso_Viejo,2,Aliso Viejo,CA,33.5761376,-117.7258122,36.1162,-119.6816,"Aliso Viejo, CA",West,111.0,630.353887921824,3922.480126990319,630.353887921824,Tropical/Subtropical
HT_CA_Alpine,1,Alpine,CA,38.5893934,-119.8345013,36.1162,-119.6816,"Alpine, CA",West,2678.0,243.8421742050549,3895.544079653189,243.8421742050549,Montane
HT_CA_Altadena,3,Altadena,CA,34.1928193,-118.1374663,36.1162,-119.6816,"Altadena, CA",West,434.0,554.0237015998223,3929.1348021007825,554.0237015998223,Tropical/Subtropical
HT_CA_Amador_City,1,Amador City,CA,38.4193553,-120.824103,36.1162,-119.6816,"Amador City, CA",West,292.0,157.15422179219385,3983.37719707113,157.15422179219385,Subtropical
HT_CA_Anaheim,23,Anaheim,CA,33.8347516,-117.911732,36.1162,-119.6816,"Anaheim, CA",West,52.0,597.4338381264224,3926.296387650572,597.4338381264224,Tropical/Subtropical
HT_CA_Anderson,1,Anderson,CA,40.4479345,-122.2982544,36.1162,-119.6816,"Anderson, CA",West,129.0,296.93883336166556,4035.656756831591,296.93883336166556,Temperate
HT_CA_Apple_Valley,1,Apple Valley,CA,34.5008311,-117.1858759,36.1162,-119.6816,"Apple Valley, CA",West,901.0,594.6952174713867,3835.2260297520465,594.6952174713867,Tropical/Subtropical
HT_CA_Arcadia,3,Arcadia,CA,34.1362075,-118.0401497,36.1162,-119.6816,"Arcadia, CA",West,143.0,564.736939290882,3923.4722427981183,564.736939290882,Tropical/Subtropical
HT_CA_Arcata,1,Arcata,CA,40.866517,-124.08284,36.1162,-119.6816,"Arcata, CA",West,3.0,371.98401879255647,4166.859815491964,371.98401879255647,Temperate
HT_CA_Arroyo_Grande,1,Arroyo Grande,CA,35.1235374,-120.5785796,36.1162,-119.6816,"Arroyo Grande, CA",West,41.0,337.3176625918269,4093.5081974534714,337.3176625918269,Subtropical
HT_CA_Artesia,1,Artesia,CA,33.8653563,-118.0806221,36.1162,-119.6816,"Artesia, CA",West,20.0,584.572074723244,3939.1484606245785,584.572074723244,Tropical/Subtropical
HT_CA_Atherton,1,Atherton,CA,37.453773,-122.2058272,36.1162,-119.6816,"Atherton, CA",West,25.0,40.32230119176531,4133.789322264037,40.32230119176531,Subtropical
HT_CA_Atwater,1,Atwater,CA,37.3477174,-120.609084,36.1162,-119.6816,"Atwater, CA",West,51.0,166.82280892411785,4005.271175724556,166.82280892411785,Subtropical
HT_CA_Auburn,3,Auburn,CA,38.8945939,-121.0739897,36.1162,-119.6816,"Auburn, CA",West,386.0,171.1241219830463,3987.2023111981925,171.1241219830463,Subtropical
HT_CA_Azusa,1,Azusa,CA,34.1338751,-117.9056046,36.1162,-119.6816,"Azusa, CA",West,191.0,573.4698248271268,3912.231896634431,573.4698248271268,Tropical/Subtropical
HT_CA_Bakersfield,11,Bakersfield,CA,35.3738712,-119.019463,36.1162,-119.6816,"Bakersfield, CA",West,129.0,404.4150668718021,3951.8861319302355,404.4150668718021,Subtropical
HT_CA_Banning,1,Banning,CA,33.9255685,-116.875289,36.1162,-119.6816,"Banning, CA",West,717.0,657.9765295647616,3834.7059225993694,657.9765295647616,Tropical/Subtropical
HT_CA_Beaumont,1,Beaumont,CA,33.9299925,-116.9763092,36.1162,-119.6816,"Beaumont, CA",West,797.0,650.7361519117205,3843.0317919606805,650.7361519117205,Tropical/Subtropical
HT_CA_Bell,3,Bell,CA,33.9747806,-118.1866361,36.1162,-119.6816,"Bell, CA",West,46.0,568.9794929202769,3943.1149163922646,568.9794929202769,Tropical/Subtropical
HT_CA_Bellflower,7,Bellflower,CA,33.8825705,-118.1167679,36.1162,-119.6816,"Bellflower, CA",West,23.0,580.9413560821334,3941.413082962887,580.9413560821334,Tropical/Subtropical
HT_CA_Belvedere,1,Belvedere,CA,37.8663951,-122.462699,36.1162,-119.6816,"Belvedere, CA",West,23.0,10.847314236115418,4139.249691413782,10.847314236115418,Subtropical
HT_CA_Berkeley,35,Berkeley,CA,37.8708393,-122.272863,36.1162,-119.6816,"Berkeley, CA",West,58.0,16.72853601754973,4123.380049702011,16.72853601754973,Subtropical
HT_CA_Beverly_Hills,4,Beverly Hills,CA,34.0696501,-118.3963062,36.1162,-119.6816,"Beverly Hills, CA",West,76.0,548.3827882150108,3956.5007707947966,548.3827882150108,Tropical/Subtropical
HT_CA_Bishop,2,Bishop,CA,37.363679,-118.39524,36.1162,-119.6816,"Bishop, CA",West,1264.0,358.39775090066445,3820.266086651198,358.39775090066445,Subtropical
HT_CA_Brea,2,Brea,CA,33.9170444,-117.888855,36.1162,-119.6816,"Brea, CA",West,115.0,592.072720721801,3920.619128569347,592.072720721801,Tropical/Subtropical
HT_CA_Brentwood,2,Brentwood,CA,37.9317766,-121.696026,36.1162,-119.6816,"Brentwood, CA",West,23.0,66.0001298843088,4073.3569491941266,66.0001298843088,Subtropical
HT_CA_Burbank,9,Burbank,CA,34.1812089,-118.307201,36.1162,-119.6816,"Burbank, CA",West,190.0,544.4382688149153,3943.964567284161,544.4382688149153,Tropical/Subtropical
HT_CA_Burlingame,4,Burlingame,CA,37.5780965,-122.3473099,36.1162,-119.6816,"Burlingame, CA",West,9.0,22.75023869668864,4140.715094545989,22.75023869668864,Subtropical
HT_CA_Camarillo,5,Camarillo,CA,34.2176371,-119.0383541,36.1162,-119.6816,"Camarillo, CA",West,56.0,498.6488121974559,4003.942997037136,498.6488121974559,Tropical/Subtropical
HT_CA_Camp_Pendleton,1,Camp Pendleton,CA,33.3069873,-117.47376,36.1162,-119.6816,"Camp Pendleton, CA",West,30.0,668.2638135719616,3913.710855332408,668.2638135719616,Tropical/Subtropical
HT_CA_Campbell,1,Campbell,CA,37.2870626,-121.944881,36.1162,-119.6816,"Campbell, CA",West,56.0,68.48853324629242,4118.614870795125,68.48853324629242,Subtropical
HT_CA_Canoga_Park,2,Canoga Park,CA,34.2011078,-118.5978087,36.1162,-119.6816,"Canoga Park, CA",West,245.0,525.2580341246443,3967.5651435839286,525.2580341246443,Tropical/Subtropical
HT_CA_Carlsbad,1,Carlsbad,CA,33.1580933,-117.3505966,36.1162,-119.6816,"Carlsbad, CA",West,19.0,688.2727646211589,3910.2977369554665,688.2727646211589,Tropical/Subtropical
HT_CA_Carson,1,Carson,CA,33.8322043,-118.2517547,36.1162,-119.6816,"Carson, CA",West,10.0,577.1589666806523,3955.096884786873,577.1589666806523,Tropical/Subtropical
HT_CA_Castro_Valley,4,Castro Valley,CA,37.713606,-122.0715658,36.1162,-119.6816,"Castro Valley, CA",West,111.0,31.402680015177893,4112.684963509605,31.402680015177893,Subtropical
HT_CA_Centerville,1,Centerville,CA,40.543985,-122.4749983,36.1162,-119.6816,"Centerville, CA",West,277.0,307.4573944029716,4046.9642786209265,307.4573944029716,Temperate
HT_CA_Cerritos,1,Cerritos,CA,33.8644291,-118.0539323,36.1162,-119.6816,"Cerritos, CA",West,17.0,586.2679746676532,3936.9392746045996,586.2679746676532,Tropical/Subtropical
HT_CA_Chico,4,Chico,CA,39.7284945,-121.8374777,36.1162,-119.6816,"Chico, CA",West,61.0,222.68985742857262,4021.490440874126,222.68985742857262,Subtropical
HT_CA_Chino,1,Chino,CA,34.0133561,-117.690075,36.1162,-119.6816,"Chino, CA",West,228.0,596.9153144314582,3899.4859998208362,596.9153144314582,Tropical/Subtropical
HT_CA_Chula_Vista,2,Chula Vista,CA,32.6400541,-117.084195,36.1162,-119.6816,"Chula Vista, CA",West,23.0,748.3970627339654,3912.4854545298494,748.3970627339654,Tropical/Subtropical
HT_CA_Claremont,2,Claremont,CA,34.0966764,-117.7197785,36.1162,-119.6816,"Claremont, CA",West,362.0,588.4020802158121,3898.2335466014174,588.4020802158121,Tropical/Subtropical
HT_CA_Clayton,1,Clayton,CA,37.9411668,-121.9357878,36.1162,-119.6816,"Clayton, CA",West,124.0,46.38748613321236,4092.8460765758373,46.38748613321236,Subtropical
HT_CA_Clovis,1,Clovis,CA,36.8252277,-119.7029194,36.1162,-119.6816,"Clovis, CA",West,114.0,262.88279522333016,3949.992661079888,262.88279522333016,Subtropical
HT_CA_Commerce,2,Commerce,CA,34.003218,-118.1541961,36.1162,-119.6816,"Commerce, CA",West,45.0,568.5788607252726,3939.090409927854,568.5788607252726,Tropical/Subtropical
HT_CA_Compton,2,Compton,CA,33.894927,-118.226624,36.1162,-119.6816,"Compton, CA",West,34.0,573.3058735646574,3950.116419967543,573.3058735646574,Tropical/Subtropical
